[2026-04-03T18:11:46.901Z] GET http://localhost:4321/ → 200 (51ms, 243282B)
[2026-04-03T18:11:46.977Z] GET https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@0;1&family=Inter:wght@300;400;500;600;700;800&display=swap → 200 (171ms, 16619B)
[2026-04-03T18:11:46.978Z] GET http://localhost:4321/@vite/client → 200 (66ms, 297607B)
[2026-04-03T18:11:46.978Z] GET http://localhost:4321/@fs/home/jefferey/local-git/wme/node_modules/astro/dist/runtime/client/dev-toolbar/entrypoint.js?v=b2692b9b → 200 (75ms, 52465B)
[2026-04-03T18:11:46.978Z] GET http://localhost:4321/node_modules/@astrojs/tailwind/base.css → 200 (136ms, 49475B)
[2026-04-03T18:11:46.978Z] GET http://localhost:4321/src/components/Navbar.astro?astro&type=style&index=0&lang.css → 200 (14ms, 723B)
[2026-04-03T18:11:46.979Z] GET http://localhost:4321/src/styles/global.css → 200 (192ms, 58873B)
[2026-04-03T18:11:46.979Z] GET http://localhost:4321/images/wme-logo.png → 200 (217ms, 4418B)
[2026-04-03T18:11:46.979Z] GET http://localhost:4321/src/components/Navbar.astro?astro&type=script&index=0&lang.ts → 200 (45ms, 9048B)
[2026-04-03T18:11:46.979Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (222ms, 54088B)
[2026-04-03T18:11:46.979Z] GET http://localhost:4321/src/layouts/Layout.astro?astro&type=script&index=0&lang.ts → 200 (236ms, 6879B)
[2026-04-03T18:11:47.051Z] GET http://localhost:4321/node_modules/vite/dist/client/env.mjs → 200 (169ms, 4377B)
[2026-04-03T18:11:47.053Z] GET http://localhost:4321/@id/__x00__astro:toolbar:internal → 200 (166ms, 8955B)
[2026-04-03T18:11:47.053Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/helpers.js?v=b2692b9b → 200 (190ms, 14267B)
[2026-04-03T18:11:47.053Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/settings.js?v=b2692b9b → 200 (169ms, 7936B)
[2026-04-03T18:11:47.243Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/window.js?v=b2692b9b → 200 (16ms, 19284B)
[2026-04-03T18:11:47.275Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/astro.js?v=b2692b9b → 200 (101ms, ?B)
[2026-04-03T18:11:47.275Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/index.js?v=b2692b9b → 200 (99ms, ?B)
[2026-04-03T18:11:47.276Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/xray.js?v=b2692b9b → 200 (102ms, ?B)
[2026-04-03T18:11:47.276Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/settings.js?v=b2692b9b → 200 (100ms, ?B)
[2026-04-03T18:11:47.276Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/toolbar.js?v=b2692b9b → pending (?ms, ?B)
[2026-04-03T18:11:47.276Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/index.js?v=b2692b9b → 200 (102ms, ?B)
[2026-04-03T18:11:47.370Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → pending (?ms, ?B)
[2026-04-03T18:11:47.370Z] GET https://fonts.gstatic.com/s/dmserifdisplay/v17/-nFnOHM81r4j6k0gjAW3mujVU2B2G_Bx0g.woff2 → pending (?ms, ?B)
[2026-04-03T18:11:47.546Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/highlight.js?v=b2692b9b → 200 (161ms, 11750B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/window.js?v=b2692b9b → 200 (150ms, 7595B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/annotations.js?v=b2692b9b → 200 (150ms, 3862B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/index.js?v=b2692b9b → 200 (150ms, 7035B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-item.js?v=b2692b9b → 200 (150ms, 16740B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-list-window.js?v=b2692b9b → 200 (151ms, 52021B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/ui/audit-ui.js?v=b2692b9b → 200 (151ms, 28018B)
[2026-04-03T18:11:47.558Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icons.js?v=b2692b9b → 200 (151ms, 277585B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/utils/icons.js?v=b2692b9b → 200 (150ms, 5650B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/badge.js?v=b2692b9b → 200 (151ms, 16480B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/button.js?v=b2692b9b → 200 (151ms, 25195B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/card.js?v=b2692b9b → 200 (151ms, 19839B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/highlight.js?v=b2692b9b → 200 (161ms, 21660B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/icon.js?v=b2692b9b → 200 (161ms, 5667B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/radio-checkbox.js?v=b2692b9b → 200 (160ms, 16332B)
[2026-04-03T18:11:47.559Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/select.js?v=b2692b9b → 200 (161ms, 18147B)
[2026-04-03T18:11:47.560Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/toggle.js?v=b2692b9b → 200 (161ms, 19016B)
[2026-04-03T18:11:47.560Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/ui-library/tooltip.js?v=b2692b9b → 200 (161ms, 23080B)
[2026-04-03T18:11:47.560Z] GET http://localhost:4321/node_modules/html-escaper/esm/index.js?v=b2692b9b → 200 (161ms, 12896B)
[2026-04-03T18:11:47.725Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/a11y.js?v=b2692b9b → 200 (5ms, 122184B)
[2026-04-03T18:11:47.725Z] GET http://localhost:4321/node_modules/astro/dist/runtime/client/dev-toolbar/apps/audit/rules/perf.js?v=b2692b9b → 200 (4ms, 23587B)
[2026-04-03T18:11:47.730Z] GET http://localhost:4321/node_modules/.vite/deps/astro___aria-query.js?v=1e3d1ff1 → 200 (24ms, 205280B)
[2026-04-03T18:11:47.730Z] GET http://localhost:4321/node_modules/.vite/deps/astro___axobject-query.js?v=1e3d1ff1 → 200 (28ms, 112534B)
[2026-04-03T18:11:47.771Z] GET http://localhost:4321/node_modules/.vite/deps/chunk-BUSYA2B4.js?v=b2692b9b → 200 (7ms, 1399B)
[2026-04-03T18:11:47.886Z] GET http://localhost:4321/images/wme-logo.png → 200 (6ms, 4418B)
[2026-04-03T18:11:47.893Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (4ms, 54088B)
[2026-04-03T18:11:47.899Z] GET http://localhost:4321/images/instar-goal-map.jpg → 200 (13ms, 39035B)
[2026-04-03T18:11:47.914Z] GET http://localhost:4321/images/icon-latin-america.png → 200 (1ms, 3973B)
[2026-04-03T18:11:47.916Z] GET http://localhost:4321/images/icon-southeast-asia.png → 200 (10ms, 14383B)
[2026-04-03T18:11:47.926Z] GET http://localhost:4321/images/icon-africa.png → 200 (12ms, 2028B)
[2026-04-03T18:11:47.939Z] GET http://localhost:4321/images/icon-north-america.png → 200 (2ms, 4649B)
[2026-04-03T18:11:47.943Z] GET http://localhost:4321/images/events-icon.png → 200 (4ms, 896B)
[2026-04-03T18:11:47.948Z] GET http://localhost:4321/images/david-parish.png → 200 (3ms, 111605B)
[2026-04-03T18:11:47.961Z] GET http://localhost:4321/images/jacob-harlan.png → 200 (?ms, 97779B)
[2026-04-03T18:11:47.962Z] GET http://localhost:4321/images/trey-clendenen.png → 200 (2ms, 250516B)
[2026-04-03T18:11:47.964Z] GET http://localhost:4321/images/renee-driskill.png → 200 (7ms, 126216B)
[2026-04-03T18:11:47.973Z] GET http://localhost:4321/images/instar-blue.jpg → 200 (3ms, 54088B)
[2026-04-03T18:11:47.976Z] GET http://localhost:4321/images/wme-logo.png → 200 (5ms, 4418B)
[2026-04-03T18:12:48.222Z] GET http://localhost:4321/images/instar-goal-map.jpg → pending (?ms, ?B)
[2026-04-03T18:12:48.222Z] GET http://localhost:4321/images/icon-latin-america.png → pending (?ms, ?B)
[2026-04-03T18:12:48.222Z] GET http://localhost:4321/images/icon-southeast-asia.png → pending (?ms, ?B)
[2026-04-03T18:12:48.222Z] GET http://localhost:4321/images/icon-africa.png → pending (?ms, ?B)
[2026-04-03T18:12:48.223Z] GET http://localhost:4321/images/icon-north-america.png → pending (?ms, ?B)
[2026-04-03T18:12:48.223Z] GET http://localhost:4321/images/events-icon.png → pending (?ms, ?B)
[2026-04-03T18:12:49.435Z] GET http://localhost:4321/images/david-parish.png → pending (?ms, ?B)
[2026-04-03T18:12:49.435Z] GET http://localhost:4321/images/jacob-harlan.png → pending (?ms, ?B)
[2026-04-03T18:12:49.435Z] GET http://localhost:4321/images/trey-clendenen.png → pending (?ms, ?B)
[2026-04-03T18:12:49.435Z] GET http://localhost:4321/images/renee-driskill.png → pending (?ms, ?B)
[2026-04-03T18:12:50.962Z] GET http://localhost:4321/images/wme-logo.png → pending (?ms, ?B)
[2026-04-03T18:12:50.973Z] GET http://localhost:4321/images/instar-blue.jpg → pending (?ms, ?B)
[2026-04-03T18:12:50.974Z] GET http://localhost:4321/images/instar-goal-map.jpg → pending (?ms, ?B)
[2026-04-03T18:12:50.976Z] GET http://localhost:4321/images/icon-latin-america.png → pending (?ms, ?B)
[2026-04-03T18:12:50.977Z] GET http://localhost:4321/images/icon-southeast-asia.png → pending (?ms, ?B)
[2026-04-03T18:12:50.981Z] GET http://localhost:4321/images/icon-africa.png → pending (?ms, ?B)
[2026-04-03T18:12:50.983Z] GET http://localhost:4321/images/icon-north-america.png → pending (?ms, ?B)
[2026-04-03T18:12:50.983Z] GET http://localhost:4321/images/events-icon.png → pending (?ms, ?B)
[2026-04-03T18:12:50.983Z] GET http://localhost:4321/images/david-parish.png → pending (?ms, ?B)
[2026-04-03T18:12:50.983Z] GET http://localhost:4321/images/jacob-harlan.png → pending (?ms, ?B)
[2026-04-03T18:12:50.984Z] GET http://localhost:4321/images/trey-clendenen.png → pending (?ms, ?B)
[2026-04-03T18:12:50.984Z] GET http://localhost:4321/images/renee-driskill.png → pending (?ms, ?B)
[2026-04-03T18:12:50.985Z] GET http://localhost:4321/images/instar-blue.jpg → pending (?ms, ?B)
[2026-04-03T18:12:50.985Z] GET http://localhost:4321/images/wme-logo.png → pending (?ms, ?B)
[2026-04-03T18:13:39.875Z] GET http://localhost:4321/ → pending (?ms, ?B)
[2026-04-03T18:13:54.915Z] GET http://localhost:4321/ → 200 (18ms, 243220B)
[2026-04-03T18:13:54.952Z] GET https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@0;1&family=Inter:wght@300;400;500;600;700;800&display=swap → 200 (3ms, 16619B)
[2026-04-03T18:13:54.952Z] GET http://localhost:4321/@vite/client → 200 (118ms, 297607B)
[2026-04-03T18:13:54.954Z] GET http://localhost:4321/@fs/home/jefferey/local-git/wme/node_modules/astro/dist/runtime/client/dev-toolbar/entrypoint.js?v=187dce39 → 200 (115ms, 52465B)
